0.54,2,0.5
0.65,21.3,0.18
0.39,0.63,0.22
0.17,0.2,0.27
0.32,0.41,0.14
0.35,0.77,0.46
0.06,0.28,0.43
0.43,0.44,0.41
0.29,0.45,0.18
0.07,0.37,0.29
0.04,0.57,0.91
0.23,0.55,0.41
0.19,0.63,0.21
0.46,0.15,0.23
0.11,0.56,0.45
0.07,0.71,0.6
0.1,0.64,0.5
0.13,0.36,1
0.18,0.5,0.42
0.33,0.29,0.44
0.06,0.47,0.79
0.19,0.42,0.47
0.4,0.04,0.38
0.06,0.52,0.26
0.24,0.47,0.41
0.05,0.54,0.45
0.45,0.43,0.7
0.23,0.71,0.1
0.03,0.2,0.26
0.11,0.45,0.25
0.25,0.34,0.13
0.22,0.31,2.15
0.41,0.74,2.55
0.373,8.28,34
0.21,0.52,0.41
0.3,6.71,1
0.185,0.62,0.42
0.255,0.62,0.27
0.175,0.37,1.8
0.065,0.205,0.49
0.395,0.63,0.335
0.32,0.375,0.9
0.23,0.215,0.07
0.065,0.725,0.175
0.21,0.52,0.275
0.055,0.93,1.6
0.13,0.25,0.6
0.22,0.26,0.41
0.39,0.92,0.25
0.12,0.545,1.55
0.13,0.62,1.2
0.22,0.355,1.55
0.135,0.665,1.5
0.115,0.795,0.38
0.065,0.82,1.92
0.32,0.31,0.5
0.28,0.31,0.625
0.21,0.29,0.45
0.53,0.22,0.22
0.31,0.55,1.575
0.095,0.13,0.18
0.23,1.11,1.25
0.16,1.17,3.68
0.315,1.21,0.69
0,1.35,2.45
0.21,1.46,1.28
0.6,0.01,0.42
0.285,0.055,34
0.11,0.162,0.365
0.19,0.162,0.27
0.095,0.295,0.39
0.134,0.587,0.536
0.436,0.621,0.544
0.368,0.286,0.083
0.312,0.314,0.308
0.14,0.58,0.701
0.066,0.436,0.23
0.104,0.336,0.3
0.08,0.199,0.347
0.05,0.193,0.095
0.085,0.359,0.299
0.155,0.654,0.308
0.054,0.314,0.61
0.141,0.084,0.39
0.04,0.13,0.094
0.105,0.638,0.421
0.128,0.055,0.076
0.26,0.052,0.557
0.297,0.212,0.588
0.044,0.097,0.146
0.206,0.255,0.348
0.293,0.696,0.311
0.201,0.725,0.196
0.064,0.22,0.318
0.024,0.548,0.364
0.507,1.65,0.8
0.03,1.67,0.82
0.266,1.01,0.95
0.322,1,0.97
0.05,1.04,1.41
0.056,,4.17
0.49,,4.57
0.259,,6.25
0.37,,8.3
