105.32,45,4.6,2.34
102.31,40,4.4,2.56
150.8,60,5.3,2.51
101.98,40,4.3,2.55
97.45,37.5,4.2,2.60
109.97,45,4.4,2.44
123.67,48,4.2,2.58
115.31,45,4.3,2.56
93.11,42,4.3,2.22
165.11,70,5.2,2.36
75.38,30,4.8,2.51
112.81,45,4.4,2.51
70.49,25,4.2,2.82
130.86,49,4.4,2.67
104.11,42,4.7,2.48
96.68,37.5,4.7,2.58
105.83,39,4.6,2.71
99.12,45,5,2.20
68.23,24,4.1,2.84
135.65,50,4.2,2.71
92.57,37,4.9,2.50
142.05,50,5.4,2.84
105.75,37.5,5,2.82
76.02,25,3.9,3.04
65.26,23,3.9,2.84
